2025-10-29 14:19:46 | INFO     | app.main:lifespan - Starting Personal Assistant WhatsApp Bot backend...
2025-10-29 14:19:46 | INFO     | database.connection:startup_db - Initializing database connections...
2025-10-29 14:19:46 | INFO     | database.connection:init_db - Database tables initialized successfully
2025-10-29 14:19:46 | INFO     | database.connection:_initialize_client - ChromaDB initialized successfully at C:\Users\ASUS\Projects\NLP\agentic-personal-assistance\agentic-personal-assistance\..\vector_store
2025-10-29 14:19:46 | INFO     | database.connection:_initialize_client - Collection 'whatsapp_conversations' ready
2025-10-29 14:19:46 | INFO     | database.connection:startup_db - All database connections initialized successfully
2025-10-29 14:19:46 | INFO     | app.main:lifespan - Application started successfully
2025-10-29 14:27:28 | INFO     | app.main:chat - Received message from user 628118491177@c.us
2025-10-29 14:27:28 | INFO     | memory.short_term:get_short_term_memory - Creating new short-term memory for user 628118491177@c.us
2025-10-29 14:27:30 | INFO     | tools.email_tool:create_user_email_tools - Created user-aware email tools with DB persistence for user: 628118491177@c.us
2025-10-29 14:27:30 | INFO     | tools.email_tool:create_user_email_tools - Created user-aware email tools with DB persistence for user: 628118491177@c.us
2025-10-29 14:27:30 | INFO     | app.agent:__init__ - Initialized agent for user 628118491177@c.us with user-specific email tools and DB persistence
2025-10-29 14:27:30 | INFO     | app.agent:process_message - Processing message from 628118491177@c.us: Hello Olivia...
2025-10-29 14:27:31 | INFO     | memory.long_term:search_similar_conversations - Found 3 similar conversations
2025-10-29 14:27:31 | INFO     | app.agent:process_message - Using long-term memory for general question
2025-10-29 14:27:32 | INFO     | memory.long_term:save_conversation - Saved conversation 1555574d-1870-4da2-bef2-9312214963e1 to long-term memory
2025-10-29 14:27:32 | INFO     | app.agent:process_message - Successfully processed message, conversation_id: 1555574d-1870-4da2-bef2-9312214963e1
2025-10-29 14:27:50 | INFO     | app.main:chat - Received message from user 628118491177@c.us
2025-10-29 14:27:52 | INFO     | tools.email_tool:create_user_email_tools - Created user-aware email tools with DB persistence for user: 628118491177@c.us
2025-10-29 14:27:53 | INFO     | tools.email_tool:create_user_email_tools - Created user-aware email tools with DB persistence for user: 628118491177@c.us
2025-10-29 14:27:53 | INFO     | app.agent:__init__ - Initialized agent for user 628118491177@c.us with user-specific email tools and DB persistence
2025-10-29 14:27:53 | INFO     | app.agent:process_message - Processing message from 628118491177@c.us: Draft an email to varick.zahir@gmail.com about hom...
2025-10-29 14:27:53 | INFO     | app.agent:process_message - Calendar/Email operation detected - using live API data only, skipping long-term memory
2025-10-29 14:27:58 | INFO     | tools.email_tool:draft_email_tool - Creating email draft for user 628118491177@c.us
2025-10-29 14:27:58 | INFO     | tools.email_tool:draft_email_tool - User 628118491177@c.us already has an active draft, marking it as cancelled
2025-10-29 14:28:03 | INFO     | tools.email_tool:_create_gmail_draft - ✉️ Created Gmail draft: r5930483414999593338
2025-10-29 14:28:03 | INFO     | tools.email_tool:draft_email_tool - Draft created with ID: d71e258c-4614-4ca3-8b78-b50274241ca1 | Gmail: r5930483414999593338
2025-10-29 14:28:03 | INFO     | app.agent:process_message - Stored last operation context for user 628118491177@c.us: draft_email_tool
2025-10-29 14:28:03 | INFO     | memory.long_term:save_conversation - Saved conversation 91c90ddd-9efa-49f9-92c3-f2e4f1674260 to long-term memory
2025-10-29 14:28:03 | INFO     | app.agent:process_message - Successfully processed message, conversation_id: 91c90ddd-9efa-49f9-92c3-f2e4f1674260
2025-10-29 14:28:26 | INFO     | app.main:chat - Received message from user 628118491177@c.us
2025-10-29 14:28:28 | INFO     | tools.email_tool:create_user_email_tools - Created user-aware email tools with DB persistence for user: 628118491177@c.us
2025-10-29 14:28:28 | INFO     | tools.email_tool:create_user_email_tools - Created user-aware email tools with DB persistence for user: 628118491177@c.us
2025-10-29 14:28:28 | INFO     | app.agent:__init__ - Initialized agent for user 628118491177@c.us with user-specific email tools and DB persistence
2025-10-29 14:28:28 | INFO     | app.agent:process_message - Processing message from 628118491177@c.us: Improve it with my name Luthfi and the meeting at ...
2025-10-29 14:28:28 | INFO     | app.agent:process_message - Calendar/Email operation detected - using live API data only, skipping long-term memory
2025-10-29 14:28:52 | INFO     | tools.email_tool:_improve_email_body - Parsed improved body: Dear Varick,

I am writing to invite you to a meeting to discuss your current homework assignments i...
2025-10-29 14:28:52 | INFO     | tools.email_tool:improve_draft_tool - Subject changed to: NLP Homework meeting
2025-10-29 14:28:54 | INFO     | tools.email_tool:_update_gmail_draft - ✉️ Updated Gmail draft: r5930483414999593338
2025-10-29 14:28:54 | INFO     | tools.email_tool:improve_draft_tool - Draft d71e258c-4614-4ca3-8b78-b50274241ca1 improved for user 628118491177@c.us
2025-10-29 14:28:54 | INFO     | app.agent:process_message - Stored last operation context for user 628118491177@c.us: improve_draft_tool
2025-10-29 14:28:54 | INFO     | memory.long_term:save_conversation - Saved conversation ae555856-f9ab-4e6b-b6c3-1322bf0e77f4 to long-term memory
2025-10-29 14:28:54 | INFO     | app.agent:process_message - Successfully processed message, conversation_id: ae555856-f9ab-4e6b-b6c3-1322bf0e77f4
2025-10-29 14:30:14 | INFO     | app.main:lifespan - Shutting down application...
2025-10-29 14:30:14 | INFO     | database.connection:shutdown_db - Closing database connections...
2025-10-29 14:30:14 | INFO     | database.connection:shutdown_db - Database connections closed
2025-10-29 14:30:14 | INFO     | app.main:lifespan - Application shutdown complete
2025-10-29 14:30:36 | INFO     | app.main:lifespan - Starting Personal Assistant WhatsApp Bot backend...
